video_id,subject,action,camera,repetition,setup
S001C001P001R001A005_rgb.avi,001,005,001,001,001
S001C001P001R001A006_rgb.avi,001,006,001,001,001
S001C001P001R001A007_rgb.avi,001,007,001,001,001
S001C001P001R001A008_rgb.avi,001,008,001,001,001
S001C001P001R001A009_rgb.avi,001,009,001,001,001
S001C001P001R001A014_rgb.avi,001,014,001,001,001
S001C001P001R001A015_rgb.avi,001,015,001,001,001
S001C001P001R002A005_rgb.avi,001,005,001,002,001
S001C001P001R002A006_rgb.avi,001,006,001,002,001
S001C001P001R002A007_rgb.avi,001,007,001,002,001
S001C001P001R002A008_rgb.avi,001,008,001,002,001
S001C001P001R002A009_rgb.avi,001,009,001,002,001
S001C001P001R002A014_rgb.avi,001,014,001,002,001
S001C001P001R002A015_rgb.avi,001,015,001,002,001
S001C001P002R001A005_rgb.avi,002,005,001,001,001
S001C001P002R001A006_rgb.avi,002,006,001,001,001
S001C001P002R001A007_rgb.avi,002,007,001,001,001
S001C001P002R001A008_rgb.avi,002,008,001,001,001
S001C001P002R001A009_rgb.avi,002,009,001,001,001
S001C001P002R001A014_rgb.avi,002,014,001,001,001
S001C001P002R001A015_rgb.avi,002,015,001,001,001
S001C001P002R002A005_rgb.avi,002,005,001,002,001
S001C001P002R002A006_rgb.avi,002,006,001,002,001
S001C001P002R002A007_rgb.avi,002,007,001,002,001
S001C001P002R002A008_rgb.avi,002,008,001,002,001
S001C001P002R002A009_rgb.avi,002,009,001,002,001
S001C001P002R002A014_rgb.avi,002,014,001,002,001
S001C001P002R002A015_rgb.avi,002,015,001,002,001
S001C001P004R001A005_rgb.avi,004,005,001,001,001
S001C001P004R001A006_rgb.avi,004,006,001,001,001
S001C001P004R001A007_rgb.avi,004,007,001,001,001
S001C001P004R001A008_rgb.avi,004,008,001,001,001
S001C001P004R001A009_rgb.avi,004,009,001,001,001
S001C001P004R001A014_rgb.avi,004,014,001,001,001
S001C001P004R001A015_rgb.avi,004,015,001,001,001
S001C001P004R002A005_rgb.avi,004,005,001,002,001
S001C001P004R002A006_rgb.avi,004,006,001,002,001
S001C001P004R002A007_rgb.avi,004,007,001,002,001
S001C001P004R002A008_rgb.avi,004,008,001,002,001
S001C001P004R002A009_rgb.avi,004,009,001,002,001
S001C001P004R002A014_rgb.avi,004,014,001,002,001
S001C001P004R002A015_rgb.avi,004,015,001,002,001
S001C001P005R001A005_rgb.avi,005,005,001,001,001
S001C001P005R001A006_rgb.avi,005,006,001,001,001
S001C001P005R001A007_rgb.avi,005,007,001,001,001
S001C001P005R001A008_rgb.avi,005,008,001,001,001
S001C001P005R001A009_rgb.avi,005,009,001,001,001
S001C001P005R001A014_rgb.avi,005,014,001,001,001
S001C001P005R001A015_rgb.avi,005,015,001,001,001
S001C001P005R002A005_rgb.avi,005,005,001,002,001
S001C001P005R002A006_rgb.avi,005,006,001,002,001
S001C001P005R002A007_rgb.avi,005,007,001,002,001
S001C001P005R002A008_rgb.avi,005,008,001,002,001
S001C001P005R002A009_rgb.avi,005,009,001,002,001
S001C001P005R002A014_rgb.avi,005,014,001,002,001
S001C001P005R002A015_rgb.avi,005,015,001,002,001
S001C001P008R001A005_rgb.avi,008,005,001,001,001
S001C001P008R001A006_rgb.avi,008,006,001,001,001
S001C001P008R001A007_rgb.avi,008,007,001,001,001
S001C001P008R001A008_rgb.avi,008,008,001,001,001
S001C001P008R001A009_rgb.avi,008,009,001,001,001
S001C001P008R001A014_rgb.avi,008,014,001,001,001
S001C001P008R001A015_rgb.avi,008,015,001,001,001
S001C001P008R002A005_rgb.avi,008,005,001,002,001
S001C001P008R002A006_rgb.avi,008,006,001,002,001
S001C001P008R002A007_rgb.avi,008,007,001,002,001
S001C001P008R002A008_rgb.avi,008,008,001,002,001
S001C001P008R002A009_rgb.avi,008,009,001,002,001
S001C001P008R002A014_rgb.avi,008,014,001,002,001
S001C001P008R002A015_rgb.avi,008,015,001,002,001
S001C002P001R001A005_rgb.avi,001,005,002,001,001
S001C002P001R001A006_rgb.avi,001,006,002,001,001
S001C002P001R001A007_rgb.avi,001,007,002,001,001
S001C002P001R001A008_rgb.avi,001,008,002,001,001
S001C002P001R001A009_rgb.avi,001,009,002,001,001
S001C002P001R001A014_rgb.avi,001,014,002,001,001
S001C002P001R001A015_rgb.avi,001,015,002,001,001
S001C002P001R002A005_rgb.avi,001,005,002,002,001
S001C002P001R002A006_rgb.avi,001,006,002,002,001
S001C002P001R002A007_rgb.avi,001,007,002,002,001
S001C002P001R002A008_rgb.avi,001,008,002,002,001
S001C002P001R002A009_rgb.avi,001,009,002,002,001
S001C002P001R002A014_rgb.avi,001,014,002,002,001
S001C002P001R002A015_rgb.avi,001,015,002,002,001
S001C002P002R001A005_rgb.avi,002,005,002,001,001
S001C002P002R001A006_rgb.avi,002,006,002,001,001
S001C002P002R001A007_rgb.avi,002,007,002,001,001
S001C002P002R001A008_rgb.avi,002,008,002,001,001
S001C002P002R001A009_rgb.avi,002,009,002,001,001
S001C002P002R001A014_rgb.avi,002,014,002,001,001
S001C002P002R001A015_rgb.avi,002,015,002,001,001
S001C002P002R002A005_rgb.avi,002,005,002,002,001
S001C002P002R002A006_rgb.avi,002,006,002,002,001
S001C002P002R002A007_rgb.avi,002,007,002,002,001
S001C002P002R002A008_rgb.avi,002,008,002,002,001
S001C002P002R002A009_rgb.avi,002,009,002,002,001
S001C002P002R002A014_rgb.avi,002,014,002,002,001
S001C002P002R002A015_rgb.avi,002,015,002,002,001
S001C002P004R001A005_rgb.avi,004,005,002,001,001
S001C002P004R001A006_rgb.avi,004,006,002,001,001
S001C002P004R001A007_rgb.avi,004,007,002,001,001
S001C002P004R001A008_rgb.avi,004,008,002,001,001
S001C002P004R001A009_rgb.avi,004,009,002,001,001
S001C002P004R001A014_rgb.avi,004,014,002,001,001
S001C002P004R001A015_rgb.avi,004,015,002,001,001
S001C002P004R002A005_rgb.avi,004,005,002,002,001
S001C002P004R002A006_rgb.avi,004,006,002,002,001
S001C002P004R002A007_rgb.avi,004,007,002,002,001
S001C002P004R002A008_rgb.avi,004,008,002,002,001
S001C002P004R002A009_rgb.avi,004,009,002,002,001
S001C002P004R002A014_rgb.avi,004,014,002,002,001
S001C002P004R002A015_rgb.avi,004,015,002,002,001
S001C002P005R001A005_rgb.avi,005,005,002,001,001
